uberon_id,mesh_id,uberon_labels,mesh_labels
UBERON_0006108,D066276,amygdalar corticomedial nucleus; cma; corpus amygdaloideum pars corticomedialis; corpus amygdaloideum pars olfactoria; corticomedial nuclear complex; corticomedial nuclear group; corticomedial nuclei of amygdala; pars corticomedialis (corpus amygdaloideum); set of corticomedial nuclei of amygdala,"amygdala medial nucleus; amygdala superficial nuclei; amygdala superficial nucleus; amygdalar area, anterior; amygdalar areas, anterior; amygdalar nucleus, medial; amygdaloid area, anterior; amygdaloid areas, anterior; amygdaloid nucleus, cortical; amygdaloid nucleus, medial; amygdaloid superficial nuclei; amygdaloid superficial nucleus; anterior amygdalar area; anterior amygdalar areas; anterior amygdaloid area; anterior amygdaloid areas; complex, corticomedial nuclei; cortical amygdaloid nucleus; cortical nucleus, posterior; corticomedial nuclear complex; corticomedial nuclear group; corticomedial nuclear groups; corticomedial nuclei; corticomedial nuclei complex; corticomedial nucleus; medial amygdalar nucleus; medial amygdaloid nucleus; medial nucleus of amygdala; nuclear complex, corticomedial; nuclear group, corticomedial; nuclear groups, corticomedial; nuclei complex, corticomedial; nuclei, amygdala superficial; nuclei, amygdaloid superficial; nuclei, superficial; nucleus of lateral olfactory tract; nucleus, amygdala superficial; nucleus, amygdaloid superficial; nucleus, cortical amygdaloid; nucleus, medial amygdalar; nucleus, medial amygdaloid; nucleus, posterior cortical; nucleus, superficial; posterior cortical amygdaloid nucleus; posterior cortical nucleus; superficial nuclei; superficial nuclei, amygdala; superficial nuclei, amygdaloid; superficial nucleus; superficial nucleus, amygdala; superficial nucleus, amygdaloid"
UBERON_0006118,D066148,lamina i of gray matter of spinal cord; lamina marginalis; lamina spinalis i; layer of waldeyer; rexed lamina i; rexed layer 1; spinal lamina i,"clarke columns; clarke nucleus; clarke's columns; clarke's nucleus; clarkes columns; clarkes nucleus; columns, clarke's; dorsal horn; dorsal horns; dorsali, nucleus; dorsalis, nucleus; horn, dorsal; horns, dorsal; lamina 1; lamina 3; lamina 4; lamina i; lamina iii; lamina iv; marginal nucleus; nucleus dorsali; nucleus dorsalis; nucleus, clarke's; nucleus, marginal; posterior horn of spinal cord; spinal cord dorsal horn; spinal cord posterior horn; spongiosa, zona; spongiosas, zona; zona spongiosa; zona spongiosas"
UBERON_0006134,D009412,nerve fiber; nerve fibers; nerve fibre; neurofibra; neurofibrum,"cerebellar mossy fiber; cerebellar mossy fibers; mossy fiber, cerebellar; mossy fibers, cerebellar; nerve fiber; nerve fibers"
UBERON_0006135,D009413,myelinated nerve fiber,"a fibers; b fibers; fiber, myelinated nerve; fibers, myelinated nerve; myelinated nerve fiber; myelinated nerve fibers; nerve fiber, myelinated; nerve fibers, myelinated"
UBERON_0006136,D036421,non-myelinated nerve fiber; unmyelinated nerve fiber,"c fiber; c fibers; nerve fiber, unmyelinated; nerve fibers, unmyelinated; unmyelinated nerve fiber; unmyelinated nerve fibers"
UBERON_0006296,C000729071,subcardinal vein,cardinal vein; cardinal veins; common cardinal vein; common cardinal veins; ducts of cuvier; subcardinal veins; supracardinal veins; vena cardinalis; vena cardinalis communis
UBERON_0006300,C000729071,supracardinal vein,cardinal vein; cardinal veins; common cardinal vein; common cardinal veins; ducts of cuvier; subcardinal veins; supracardinal veins; vena cardinalis; vena cardinalis communis
UBERON_0006305,C000728767,tunica vasculosa lentis,tunica vasculosa lentis
UBERON_0006314,D001826,bodily fluid; body fluid; fluid,"body fluid; body fluids; fluid, body; fluids, body"
UBERON_0006318,D009801,musculus orbitalis; orbital muscle; orbital muscle of muller; orbitalis; orbitalis muscle,"extraocular muscle; extraocular muscle, oblique; extraocular muscles; extraocular muscles, oblique; extraocular oblique muscle; extraocular oblique muscles; extraocular rectus muscle; extraocular rectus muscles; inferior oblique extraocular muscle; inferior oblique muscle; inferior oblique muscles; levator palpebrae superioris; muscle, oculomotor; muscles, oculomotor; musculus orbitalis; oblique extraocular muscle; oblique extraocular muscles; oblique muscle, extraocular; oblique muscle, inferior; oblique muscle, superior; oblique muscles, extraocular; oblique muscles, inferior; oblique muscles, superior; oculomotor muscle; oculomotor muscles; rectus muscle, extraocular; rectus muscles, extraocular; superior oblique extraocular muscle; superior oblique muscle; superior oblique muscles"
UBERON_0006320,D009801,inferior oblique; inferior oblique extraocular muscle; inferior oblique muscle; m. obliquus inferior; musculus obliquus inferior; musculus obliquus inferior bulbi; obliquus inferior; obliquus oculi inferior; ventral oblique extraocular muscle; ventral oblique extraocular muscles,"extraocular muscle; extraocular muscle, oblique; extraocular muscles; extraocular muscles, oblique; extraocular oblique muscle; extraocular oblique muscles; extraocular rectus muscle; extraocular rectus muscles; inferior oblique extraocular muscle; inferior oblique muscle; inferior oblique muscles; levator palpebrae superioris; muscle, oculomotor; muscles, oculomotor; musculus orbitalis; oblique extraocular muscle; oblique extraocular muscles; oblique muscle, extraocular; oblique muscle, inferior; oblique muscle, superior; oblique muscles, extraocular; oblique muscles, inferior; oblique muscles, superior; oculomotor muscle; oculomotor muscles; rectus muscle, extraocular; rectus muscles, extraocular; superior oblique extraocular muscle; superior oblique muscle; superior oblique muscles"
UBERON_0006321,D009801,dorsal oblique extraocular muscle; dorsal oblique extraocular muscles; m. obliquus superior; musculus obliquus superior; musculus obliquus superior bulbi; obliquus oculi superior; obliquus superior; superior oblique; superior oblique extraocular muscle; superior oblique muscle,"extraocular muscle; extraocular muscle, oblique; extraocular muscles; extraocular muscles, oblique; extraocular oblique muscle; extraocular oblique muscles; extraocular rectus muscle; extraocular rectus muscles; inferior oblique extraocular muscle; inferior oblique muscle; inferior oblique muscles; levator palpebrae superioris; muscle, oculomotor; muscles, oculomotor; musculus orbitalis; oblique extraocular muscle; oblique extraocular muscles; oblique muscle, extraocular; oblique muscle, inferior; oblique muscle, superior; oblique muscles, extraocular; oblique muscles, inferior; oblique muscles, superior; oculomotor muscle; oculomotor muscles; rectus muscle, extraocular; rectus muscles, extraocular; superior oblique extraocular muscle; superior oblique muscle; superior oblique muscles"
UBERON_0006349,D019074,epigastric artery,"arteries, epigastric; artery, epigastric; epigastric arteries; epigastric artery"
UBERON_0006378,D014738,contour hair; macrovibrissa; microvibrissa; motile vibrissa; sinus hair; strand of vibrissa hair; tactile hair; touch hair; true whisker; vibrissa; vibrissa hair; vibrissae; whisker,vibrissae; whisker; whiskers
UBERON_0006444,D000070616,annulus fibrosus; anulus; anulus fibrosus; fibrocartilaginous ring; fibrous ring,annulus fibrosus; anulus fibrosus
UBERON_0006471,D010296,"brodmann (1909) area 5; area 5 of brodmann; area 5 of brodmann (guenon); area 5 of brodmann-1909; area praeparietalis; b09-5; ba5; brodmann area 5; brodmann area 5, preparietal; brodmann's area 5; preparietal area; preparietal area 5; secondary somatosensory cortex","angular gyrus; area 39, brodmann; area 39, brodmann's; area 40, brodmann; area 40, brodmann's; area 5, brodmann; area 5, brodmann's; area 7, brodmann; area 7, brodmann's; brodmann area 39; brodmann area 40; brodmann area 5; brodmann area 7; brodmann's area 39; brodmann's area 40; brodmann's area 5; brodmann's area 7; brodmanns area 39; brodmanns area 40; brodmanns area 5; brodmanns area 7; cortex, inferior parietal; cortex, parietal; cortex, posterior parietal; cortex, precuneus; cortex, secondary sensorimotor; cortices, inferior parietal; gyrus angularis; gyrus supramarginalis; gyrus, angular; gyrus, prelunate; gyrus, supramarginal; inferior parietal cortex; inferior parietal cortices; intraparietal sulcus; lobe, parietal; lobule, parietal; lobule, posterior paracentral; lobule, superior parietal; marginal sulcus; paracentral lobule, posterior; paracentral lobules, posterior; parietal cortex; parietal cortex, inferior; parietal cortex, posterior; parietal cortices; parietal cortices, inferior; parietal cortices, posterior; parietal lobe; parietal lobes; parietal lobule; parietal lobule, superior; parietal lobules; parietal lobules, superior; parietal region; parietal regions; posterior paracentral lobule; posterior paracentral lobules; posterior parietal cortex; posterior parietal cortices; praecuneus; precuneus; precuneus cortex; precuneus cortices; prelunate gyrus; region, parietal; secondary sensorimotor cortex; secondary sensorimotor cortices; sensorimotor cortex, secondary; superior parietal lobule; superior parietal lobules; supramarginal gyrus"
UBERON_0006472,D009044,"brodmann (1909) area 6; agranular frontal area; agranular frontal area 6; area 6 of brodmann; area 6 of brodmann (guenon); area 6 of brodmann-1909; area frontalis agranularis; b09-6; ba6; brodmann area 6; brodmann area 6, agranular frontal; brodmann's area 6; frontal belt","anterior central gyrus; area 4, brodmann; area 4, brodmann's; area 6, brodmann; area 6, brodmann's; area, motor; area, precentral motor; area, premotor; area, primary motor; area, secondary motor; area, somatic motor; area, somatomotor; area, supplementary motor; brodmann area 4; brodmann area 6; brodmann's area 4; brodmann's area 6; brodmann's area 6s; brodmanns area 4; brodmanns area 6; central gyrus, anterior; cortex, motor; cortex, precentral motor; cortex, premotor; cortex, primary motor; cortex, secondary motor; cortices, secondary motor; gyrus precentralis; gyrus, anterior central; gyrus, precentral; motor area; motor area, precentral; motor area, primary; motor area, secondary; motor area, somatic; motor areas; motor cortex; motor cortex, precentral; motor cortex, primary; motor cortex, secondary; motor strip; motor strips; precentral gyrus; precentral motor area; precentral motor areas; precentral motor cortex; precentral motor cortices; premotor area; premotor areas; premotor cortex; premotor cortex and supplementary motor cortex; premotor and supplementary motor cortices; primary motor area; primary motor areas; primary motor cortex; primary motor cortices; secondary motor area; secondary motor areas; secondary motor cortex; secondary motor cortices; somatic motor area; somatic motor areas; somatomotor area; somatomotor areas; supplementary motor area; supplementary motor areas"
UBERON_0006477,D018728,"brodmann (1909) area 34; area 34 of brodmann; area 34 of brodmann-1909; area entorhinalis dorsalis; b09-34; ba34; brodmann area 34; brodmann area 34, dorsal entorhinal; dorsal entorhinal area 34","area 28, brodmann; area 28, brodmann's; area 34, brodmann; area 34, brodmann's; area entorhinalis; area, entorhinal; brodmann area 28; brodmann area 34; brodmann's area 28; brodmann's area 34; brodmanns area 28; brodmanns area 34; cortex, entorhinal; cortex, secondary olfactory; entorhinal area; entorhinal areas; entorhinal cortex; entorhinal cortices; olfactory cortex, secondary; secondary olfactory cortex; secondary olfactory cortices"
UBERON_0006478,D013702,"brodmann (1909) area 37; area 37 0f brodmann; area 37 of brodmann-1909; area occipitotemporalis; b09-37; ba37; brodmann area 37; brodmann area 37, occipitotemporal; occipitotemporal area 37","anterior temporal lobe; anterior temporal lobes; area 20, brodmann; area 20, brodmann's; area 21, brodmann; area 21, brodmann's; area 22, brodmann; area 22, brodmann's; area 37, brodmann; area 37, brodmann's; area 38, brodmann; area 38, brodmann's; area 52, brodmann; area 52, brodmann's; area, parainsular; areas, parainsular; brodmann area 20; brodmann area 21; brodmann area 22; brodmann area 37; brodmann area 38; brodmann area 52; brodmann's area 20; brodmann's area 21; brodmann's area 22; brodmann's area 37; brodmann's area 38; brodmann's area 52; brodmanns area 20; brodmanns area 21; brodmanns area 22; brodmanns area 37; brodmanns area 38; brodmanns area 52; cortex, temporal; fusiform gyrus; gyrus fusiformis; gyrus temporalis superior; gyrus, fusiform; gyrus, inferior temporal; gyrus, lateral occipito-temporal; gyrus, lateral occipitotemporal; gyrus, middle temporal; gyrus, occipitotemporal; gyrus, superior temporal; gyrus, temporal; horn, temporal; inferior horn of lateral ventricle; inferior horn of the lateral ventricle; inferior temporal gyrus; lateral occipito temporal gyrus; lateral occipito-temporal gyrus; lateral occipitotemporal gyrus; lobe, anterior temporal; lobe, temporal; middle temporal gyrus; occipito-temporal gyrus, lateral; occipitotemporal gyrus; occipitotemporal gyrus, lateral; operculum, temporal; parainsular area; parainsular areas; planum polare; region, temporal; sulcus, temporal; superior temporal gyrus; temporal cortex; temporal cortices; temporal gyrus; temporal gyrus, inferior; temporal gyrus, middle; temporal gyrus, superior; temporal horn; temporal horn of the lateral ventricle; temporal horns; temporal lobe; temporal lobe, anterior; temporal lobes; temporal lobes, anterior; temporal operculum; temporal region; temporal regions; temporal sulcus"
UBERON_0006479,D013702,"brodmann (1909) area 38; anterior end of the temporal lobe; anterior temporal lobe; area 38 of brodmann; area 38 of brodmann-1909; area temporopolaris; b09-38; ba38; brodmann area 38; brodmann area 38, temporopolar; temporal pole; temporopolar area 38; temporopolar area 38 (h)","anterior temporal lobe; anterior temporal lobes; area 20, brodmann; area 20, brodmann's; area 21, brodmann; area 21, brodmann's; area 22, brodmann; area 22, brodmann's; area 37, brodmann; area 37, brodmann's; area 38, brodmann; area 38, brodmann's; area 52, brodmann; area 52, brodmann's; area, parainsular; areas, parainsular; brodmann area 20; brodmann area 21; brodmann area 22; brodmann area 37; brodmann area 38; brodmann area 52; brodmann's area 20; brodmann's area 21; brodmann's area 22; brodmann's area 37; brodmann's area 38; brodmann's area 52; brodmanns area 20; brodmanns area 21; brodmanns area 22; brodmanns area 37; brodmanns area 38; brodmanns area 52; cortex, temporal; fusiform gyrus; gyrus fusiformis; gyrus temporalis superior; gyrus, fusiform; gyrus, inferior temporal; gyrus, lateral occipito-temporal; gyrus, lateral occipitotemporal; gyrus, middle temporal; gyrus, occipitotemporal; gyrus, superior temporal; gyrus, temporal; horn, temporal; inferior horn of lateral ventricle; inferior horn of the lateral ventricle; inferior temporal gyrus; lateral occipito temporal gyrus; lateral occipito-temporal gyrus; lateral occipitotemporal gyrus; lobe, anterior temporal; lobe, temporal; middle temporal gyrus; occipito-temporal gyrus, lateral; occipitotemporal gyrus; occipitotemporal gyrus, lateral; operculum, temporal; parainsular area; parainsular areas; planum polare; region, temporal; sulcus, temporal; superior temporal gyrus; temporal cortex; temporal cortices; temporal gyrus; temporal gyrus, inferior; temporal gyrus, middle; temporal gyrus, superior; temporal horn; temporal horn of the lateral ventricle; temporal horns; temporal lobe; temporal lobe, anterior; temporal lobes; temporal lobes, anterior; temporal operculum; temporal region; temporal regions; temporal sulcus"
UBERON_0006483,D000087643,"brodmann (1909) area 46; area 46; area 46 of brodmann; area 46 of brodmann-1909; area frontalis media; b09-46; ba46; brodmann area 46; brodmann area 46, middle frontal; middle frontal area 46","area 46, brodmann; area 46, brodmann's; area 9, brodmann; area 9, brodmann's; brodmann area 46; brodmann area 9; brodmann area 9 and 46; brodmann areas 9 and 46; brodmann's area 46; brodmann's area 9; brodmann's area 9 and 46; brodmann's areas 9 and 46; brodmanns area 46; brodmanns area 9; cortex, dorsolateral prefrontal; dlpfc; dorsolateral prefrontal cortex; dorsolateral prefrontal cortices; prefrontal cortex, dorsolateral"
UBERON_0006484,D017397,"brodmann (1909) area 47; area 47 of brodmann; area 47 of brodmann-1909; area orbitalis; b09-47; ba47; brodmann area 47; brodmann area 47, orbital; orbital area 47","anterior prefrontal cortex; anterior prefrontal cortices; area 10, brodmann; area 10, brodmann's; area 11, brodmann; area 11, brodmann's; area 12, brodmann; area 12, brodmann's; area 47, brodmann; area 47, brodmann's; area, orbital; area, subcallosal; brodmann area 10; brodmann area 11; brodmann area 12; brodmann area 47; brodmann's area 10; brodmann's area 11; brodmann's area 12; brodmann's area 47; brodmanns area 10; brodmanns area 11; brodmanns area 12; brodmanns area 47; convolution, superior frontal; convolutions, superior frontal; cortex, anterior prefrontal; cortex, lateral orbitofrontal; cortex, orbital; cortex, orbitofrontal; cortex, prefrontal; cortex, ventromedial prefrontal; cortices, ventromedial prefrontal; frontal convolution, superior; frontal gyrus, inferior; frontal gyrus, medial; frontal gyrus, superior; frontal sulcus; frontalis superior, gyrus; gyrus frontalis inferior; gyrus frontalis superior; gyrus orbitalis; gyrus rectus; gyrus, inferior frontal; gyrus, marginal; gyrus, medial frontal; gyrus, orbital; gyrus, orbitofrontal; gyrus, rectal; gyrus, rectus; gyrus, straight; gyrus, superior frontal; inferior frontal gyrus; inferior, gyrus frontalis; lateral orbitofrontal cortex; lateral orbitofrontal cortices; marginal gyrus; medial frontal gyrus; olfactory sulci; olfactory sulcus; orbital area; orbital areas; orbital cortex; orbital cortices; orbital gyri; orbital gyrus; orbitalis, pars; orbitofrontal cortex; orbitofrontal cortex, lateral; orbitofrontal cortices; orbitofrontal cortices, lateral; orbitofrontal gyri; orbitofrontal gyrus; orbitofrontal region; orbitofrontal regions; pars orbitalis; prefrontal cortex; prefrontal cortex, anterior; prefrontal cortex, ventromedial; prefrontal cortices, anterior; rectal gyrus; rectus gyrus; region, orbitofrontal; straight gyrus; subcallosal area; subcallosal areas; sulcus, frontal; superior frontal convolution; superior frontal convolutions; superior frontal gyrus; superior, gyrus frontalis; ventral medial prefrontal cortex; ventromedial prefrontal cortex; ventromedial prefrontal cortices"
UBERON_0006485,D020534,"brodmann (1909) area 48; area 48 of brodmann; area retrosubicularis; b09-48; ba48; brodmann area 48; brodmann area 48, retrosubicular; brodmann's area 48; retrosubicular area 48","area 27, brodmann; area 27, brodmann's; area 48, brodmann; area 48, brodmann's; brodmann area 27; brodmann area 48; brodmann's area 27; brodmann's area 48; brodmanns area 27; brodmanns area 48; gyrus hippocampi; gyrus hippocampus; gyrus parahippocampalis; gyrus, hippocampal; gyrus, parahippocampal; gyrus, posterior parahippocampal; hippocampal gyri; hippocampal gyrus; parahippocampal gyri; parahippocampal gyrus; parahippocampal gyrus uncus; parahippocampalis, gyrus; posterior parahippocampal gyri; posterior parahippocampal gyrus; presubiculum; presubiculums; uncus of parahippocampal gyrus; uncus, parahippocampal gyrus"
UBERON_0006517,D007670,calices renales; calyx; kidney calyx; renal calix; renal calyx,"calice, kidney; calices, kidney; kidney calice; kidney calices"
UBERON_0006531,D009801,oculomotor muscle,"extraocular muscle; extraocular muscle, oblique; extraocular muscles; extraocular muscles, oblique; extraocular oblique muscle; extraocular oblique muscles; extraocular rectus muscle; extraocular rectus muscles; inferior oblique extraocular muscle; inferior oblique muscle; inferior oblique muscles; levator palpebrae superioris; muscle, oculomotor; muscles, oculomotor; musculus orbitalis; oblique extraocular muscle; oblique extraocular muscles; oblique muscle, extraocular; oblique muscle, inferior; oblique muscle, superior; oblique muscles, extraocular; oblique muscles, inferior; oblique muscles, superior; oculomotor muscle; oculomotor muscles; rectus muscle, extraocular; rectus muscles, extraocular; superior oblique extraocular muscle; superior oblique muscle; superior oblique muscles"
UBERON_0006532,D009801,oblique extraocular muscle,"extraocular muscle; extraocular muscle, oblique; extraocular muscles; extraocular muscles, oblique; extraocular oblique muscle; extraocular oblique muscles; extraocular rectus muscle; extraocular rectus muscles; inferior oblique extraocular muscle; inferior oblique muscle; inferior oblique muscles; levator palpebrae superioris; muscle, oculomotor; muscles, oculomotor; musculus orbitalis; oblique extraocular muscle; oblique extraocular muscles; oblique muscle, extraocular; oblique muscle, inferior; oblique muscle, superior; oblique muscles, extraocular; oblique muscles, inferior; oblique muscles, superior; oculomotor muscle; oculomotor muscles; rectus muscle, extraocular; rectus muscles, extraocular; superior oblique extraocular muscle; superior oblique muscle; superior oblique muscles"
UBERON_0006533,D009801,rectus extraocular muscle,"extraocular muscle; extraocular muscle, oblique; extraocular muscles; extraocular muscles, oblique; extraocular oblique muscle; extraocular oblique muscles; extraocular rectus muscle; extraocular rectus muscles; inferior oblique extraocular muscle; inferior oblique muscle; inferior oblique muscles; levator palpebrae superioris; muscle, oculomotor; muscles, oculomotor; musculus orbitalis; oblique extraocular muscle; oblique extraocular muscles; oblique muscle, extraocular; oblique muscle, inferior; oblique muscle, superior; oblique muscles, extraocular; oblique muscles, inferior; oblique muscles, superior; oculomotor muscle; oculomotor muscles; rectus muscle, extraocular; rectus muscles, extraocular; superior oblique extraocular muscle; superior oblique muscle; superior oblique muscles"
UBERON_0006558,D008208,lymphatic part of lymphoid system; lymphatic system; lymphatic tree system; lymporeticular system,lymphatic system; lymphatic systems
UBERON_0006562,D010614,anterior part of foregut; pharyngeal tube; pharynx,pharynx; pharynxs; throat; throats
UBERON_0006585,D000091282,balance organ; vestibular organ,"system, vestibular; vestibular system; vestibular systems"
UBERON_0006586,D007761,labyrinthine fluid; otolymph,"fluid, labyrinthine; fluids, labyrinthine; labyrinthine fluid; labyrinthine fluids"
UBERON_0006588,D000069592,ligamentum teres; ligamentum teres hepatis; ligamentum teres hepatitis; ligamentum teres of liver; round ligament of liver,"hepatic round ligament; hepatic round ligaments; ligament, hepatic round; ligaments, hepatic round; ligamentum teres hepati; ligamentum teres hepatis; liver round ligament; liver round ligaments; round ligament of liver; round ligament, hepatic; round ligaments, hepatic"
UBERON_0006589,D012404,hunter's ligament; ligamentum teres of uterus; ligamentum teres uteri; round ligament; round ligament of the uterus; round ligament of uterus,ligamentum teres uteri; ligamentum teres uterus; round ligament of uterus; uterus round ligament; uterus round ligaments
UBERON_0006614,D000070606,aponeuroses; aponeurosis; aponeurotic,aponeuroses; aponeurosis
UBERON_0006618,D020517,atrial appendage; atrial auricle; atrium appendage; atrium auricular region; auricle of atrium; auricle of heart; auricula (cor); auricula atrii; auricular appendage; cardiac auricle; heart atrial appendage; heart atrium auriclular region,"appendage, atrial; appendage, atrium; appendage, auricular; appendage, heart atrium; appendages, atrial; appendages, atrium; appendages, auricular; appendages, heart atrium; atrial appendage; atrial appendages; atrium appendage; atrium appendage, heart; atrium appendages; auricular appendage; auricular appendages; heart atrium appendage; heart atrium appendages"
UBERON_0006633,D000070597,coracoid process; coracoid process of scapula; coracoid process of the scapula; processus coracoideus,coracoid process; coracoid processes; processus coracoideus
UBERON_0006637,D002445,celiac trunk; coeliac trunk; coeliaco-mesenteric trunk; haller's tripus; truncus coeliacus,"arteries, celiac; artery, celiac; celiac arteries; celiac artery"
UBERON_0006657,D061165,cavitas glenoidalis; cavitas glenoidalis scapulae; cavitus glenoidalis; glenoid cavity; glenoid cavity of scapula; glenoid facet; glenoid fossa,"cavities, glenoid; cavity, glenoid; fossa, glenoid; fossas, glenoid; glenoid cavity; glenoid fossa; glenoid fossa of the scapula"
UBERON_0006660,D001743,muscular coat; muscular layer; muscularis; muscularis externa; muscularis layer; muscularis propria; transverse muscular fibers; tunica externa; tunica muscularis,"bladder; bladder detrusor muscle; bladder detrusor muscles; bladder, urinary; detrusor muscle, bladder; detrusor muscles, bladder; detrusor urinae; urinary bladder"
UBERON_0006666,D002550,great cerebral vein; great cerebral vein of galen; vein of galen,"basal vein; basal veins; cerebral vein; cerebral veins; galen vein; pial vein; pial veins; sylvian vein; terminal vein; terminal veins; thalamostriate vein; thalamostriate veins; vein of galen; vein, basal; vein, cerebral; vein, pial; vein, sylvian; vein, terminal; vein, thalamostriate; veins, basal; veins, cerebral; veins, pial; veins, terminal; veins, thalamostriate"
UBERON_0006667,D012658,cavity of hypophyseal fossa; cavity of sella turcica; hypophyseal fossa; hypophysial fossa; pituitary fossa,"sella turcica; sella turcicas; turcica, sella; turcicas, sella"
UBERON_0006673,D000088263,inferior alveolar canal; mandibular canal,"alveolar canal, inferior; alveolar foramen, inferior; bifid mandibular canal; bifid mandibular canals; canal, mandibular; inferior alveolar canal; inferior alveolar canals; inferior alveolar foramen; mandibular canal; mandibular canal, bifid; mandibular canal, trifid; mandibular canals; trifid mandibular canal; trifid mandibular canals"
UBERON_0006674,D007264,inguinal ring,"canal, inguinal; canals, inguinal; inguinal canal; inguinal canals; inguinal ring; inguinal rings; ring, inguinal; rings, inguinal"
UBERON_0006675,D055422,valve of vein; venous valve,"valve, venous; valves, venous; venous valve; venous valves"
UBERON_0006676,D009092,gut muscularis; lamina muscularis mucosa; laminar muscularis mucosa; muscularis mucosa; muscularis mucosae,"lamina propria; membrane, mucous; membranes, mucous; mucosa; mucosae, muscularis; mucosal tissue; mucosal tissues; mucous membrane; mucous membranes; muscularis mucosae; propria, lamina; tissue, mucosal; tissues, mucosal"
UBERON_0006683,D055762,fonticulus posterior; occipital fontanelle; posterior fontanelle; posterior fontanelle of skull,"anterior fontanel; anterior fontanelle; anterior fontanelles; anterior fontanels; cranial fontanel; cranial fontanelle; cranial fontanelles; cranial fontanels; fontanel, anterior; fontanel, cranial; fontanel, mastoid; fontanel, posterior; fontanel, sphenoidal; fontanelle, anterior; fontanelle, cranial; fontanelle, mastoid; fontanelle, posterior; fontanelle, sphenoidal; fontanelles, anterior; fontanelles, cranial; fontanelles, mastoid; fontanelles, posterior; fontanelles, sphenoidal; fontanels, anterior; fontanels, cranial; fontanels, mastoid; fontanels, posterior; fontanels, sphenoidal; mastoid fontanel; mastoid fontanelle; mastoid fontanelles; mastoid fontanels; posterior fontanel; posterior fontanelle; posterior fontanelles; posterior fontanels; sphenoidal fontanel; sphenoidal fontanelle; sphenoidal fontanelles; sphenoidal fontanels"
UBERON_0006684,D055762,sphenoidal fontanelle,"anterior fontanel; anterior fontanelle; anterior fontanelles; anterior fontanels; cranial fontanel; cranial fontanelle; cranial fontanelles; cranial fontanels; fontanel, anterior; fontanel, cranial; fontanel, mastoid; fontanel, posterior; fontanel, sphenoidal; fontanelle, anterior; fontanelle, cranial; fontanelle, mastoid; fontanelle, posterior; fontanelle, sphenoidal; fontanelles, anterior; fontanelles, cranial; fontanelles, mastoid; fontanelles, posterior; fontanelles, sphenoidal; fontanels, anterior; fontanels, cranial; fontanels, mastoid; fontanels, posterior; fontanels, sphenoidal; mastoid fontanel; mastoid fontanelle; mastoid fontanelles; mastoid fontanels; posterior fontanel; posterior fontanelle; posterior fontanelles; posterior fontanels; sphenoidal fontanel; sphenoidal fontanelle; sphenoidal fontanelles; sphenoidal fontanels"
UBERON_0006689,D008035,frenulum; frenulum linguae; frenulum linguæ; frenulum of the tongue; frenulum of tongue; lingual frenulum; lingual frenum; tongue frenulum,"frenulum, lingual; frenulums, lingual; frenum, lingual; frenums, lingual; lingual frenulum; lingual frenulums; lingual frenum; lingual frenums"
UBERON_0006691,D004388,cerebellar tentorium; tentorium cerebelli,dura mater; falx cerebelli; falx cerebri; pachymeninx; tentorium cerebelli
UBERON_0006692,D013115,c. vertebralis; foramen vertebrale; neural canal; spinal canal; spinal cavity; vertebral canal,"canal, spinal; canal, vertebral; foramen, vertebral; foramina, vertebral; spinal canal; spinal canals; vertebral canal; vertebral canals; vertebral foramen; vertebral foramens; vertebral foramina"
UBERON_0006692,D054259,c. vertebralis; foramen vertebrale; neural canal; spinal canal; spinal cavity; vertebral canal,"canal, neural; canals, neural; neural canal; neural canals; neural tube; neural tubes; tube, neural; tubes, neural"
UBERON_0006720,D011626,pterygoid; pterygoid muscle; pterygoideus; pterygoideus muscle,"muscle, pterygoid; muscles, pterygoid; pterygoid muscle; pterygoid muscles"
UBERON_0006721,D013100,ala major (os sphenoidale); ala major ossis sphenoidalis; alisphenoid bone; epipterygoid; epipterygoid bone; greater wing of sphenoid; greater wing of sphenoid bone; greater wing of sphenoidal bone,"bone, sphenoid; greater sphenoid wing; greater sphenoid wings; sphenoid bone; sphenoid bones; sphenoid wing, greater"
UBERON_0006724,D013137,lamina modioli cochleae; lamina of modiolus cochleae; lamina of modiolus of cochlea; osseous spiral lamina; osseous spiral lamina of cochlea; osseus spiral lamina; spiral lamina; spiral lamina of modiolus,"lamina, spiral; laminas, spiral; spiral lamina; spiral laminas"
UBERON_0006725,D055493,ligamentum spirale ductus cochlearis; spiral cochlear ligament; spiral ligament; spiral ligament of cochlea; spiral ligament of cochlear duct,"cochlea spiral ligament; cochlea spiral ligaments; ligament, spiral; ligaments, spiral; spiral ligament; spiral ligament of cochlea; spiral ligaments"
UBERON_0006757,C000728830,lateral lingual prominence; lateral lingual swelling; lateral swellings; tuberculum laterale; tuberculum linguale laterale,lateral lingual swellings; lingual swellings; median lingual swelling; tuberculum impar
UBERON_0006761,D016850,cornea limbus; corneal limbus; corneal-scleral limbus; corneo-scleral junction; corneoscleral junction; limbus corneae; sclerocorneal junction; sclerocorneal limbus,"corneal limbus; corneoscleral junction; corneoscleral junctions; junction, corneoscleral; junctions, corneoscleral; limbus corneae; limbus, corneal; limbus, sclerocorneal; sclerocorneal limbus"
UBERON_0006766,D014683,right anterior vena cava; right superior vena cava,"superior vena cava; superior vena cavas; vena cava, superior; vena cavas, superior"
