cl_id,mesh_id,cl_labels,mesh_labels
"""CL_0002422""","""D012156""","""enucleated reticulocyte""","""reticulocyte; reticulocytes"""
"""CL_0002453""","""D000073637""","""o-2a/opc; o2a/opc; oligodendrocyte precursor cell; oligodendrocyte-type 2 astrocyte (o-2a) progenitor cell; oligodendrocyte/type-2 astrocyte progenitor cell""","""cell, oligodendrocyte precursor; cell, oligodendrocyte progenitor; cells, oligodendrocyte precursor; cells, oligodendrocyte progenitor; oligodendrocyte precursor; oligodendrocyte precursor cell; oligodendrocyte precursor cells; oligodendrocyte precursors; oligodendrocyte progenitor; oligodendrocyte progenitor cell; oligodendrocyte progenitor cells; oligodendrocyte progenitors; pre oligodendrocytes; pre-oligodendrocyte; pre-oligodendrocytes; precursor cell, oligodendrocyte; precursor cells, oligodendrocyte; precursor, oligodendrocyte; precursors, oligodendrocyte; preoligodendrocyte; preoligodendrocytes; progenitor cell, oligodendrocyte; progenitor cells, oligodendrocyte; progenitor, oligodendrocyte; progenitors, oligodendrocyte"""
"""CL_0002496""","""D000075942""","""iel; intraepithelial lymphocyte; intraepithelial t cell; intraepithelial t-cell""","""dendritic epithelial t cell; dendritic epithelial t cells; gamma delta t cell; gamma delta t cells; gamma delta t lymphocyte; gamma delta t lymphocytes; intraepithelial lymphocyte; intraepithelial lymphocytes; intraepithelial t cell; intraepithelial t cells; intraepithelial t lymphocyte; intraepithelial t lymphocytes; lymphocyte, intraepithelial; lymphocytes, intraepithelial; mucosal t cell; mucosal t cells; mucosal t lymphocyte; mucosal t lymphocytes; t cell, intraepithelial; t cell, mucosal; t cells, intraepithelial; t cells, mucosal; t lymphocyte, intraepithelial; t lymphocyte, mucosal; t lymphocytes, intraepithelial; t lymphocytes, mucosal"""
"""CL_0002503""","""D020286""","""adventitial cell""","""cells, rouget; pericyte; pericytes; rouget cells"""
"""CL_0002573""","""D012583""","""schwann cell""","""cell, schwann; cells, schwann; schwann cell; schwann cells"""
"""CL_0008002""","""D018485""","""skeletal muscle fiber""","""fiber, skeletal muscle; fibers, skeletal muscle; muscle fiber, skeletal; muscle fibers, skeletal; myocyte, skeletal; myocytes, skeletal; myotube; myotubes; skeletal muscle fiber; skeletal muscle fibers; skeletal myocyte; skeletal myocytes"""
"""CL_0008037""","""D009047""","""fusimotor neuron; gamma motor neuron""","""fusimotor neuron; fusimotor neurons; gamma motor neuron; gamma motor neurons; gamma motorneuron; gamma motorneurons; gamma-efferent motor neuron; gamma-efferent motor neurons; motor neuron, gamma; motor neuron, gamma-efferent; motor neurons, gamma; motor neurons, gamma efferent; motor neurons, gamma-efferent; motorneuron, gamma; motorneurons, gamma; neuron, fusimotor; neuron, gamma motor; neuron, gamma-efferent motor; neurons, fusimotor; neurons, gamma motor; neurons, gamma-efferent motor"""
"""CL_0010003""","""D056809""","""alveolus of lung epithelial cell; epithelial cell of alveolus of lung""","""alveolar cell; alveolar cells; alveolar epithelial cell; alveolar epithelial cells; cell, alveolar; cell, alveolar epithelial; cells, alveolar; cells, alveolar epithelial; epithelial cell, alveolar; epithelial cells, alveolar; pneumocyte; pneumocyte, type 1; pneumocyte, type 2; pneumocyte, type-i; pneumocyte, type-ii; pneumocytes; pneumocytes, type 1; pneumocytes, type 2; pneumocytes, type-i; pneumocytes, type-ii; type 1 pneumocyte; type 1 pneumocytes; type 2 pneumocyte; type 2 pneumocytes; type i pneumocytes; type ii pneumocytes; type-i pneumocyte; type-i pneumocytes; type-ii pneumocyte; type-ii pneumocytes"""
"""CL_0010017""","""D015053""","""zygote""","""egg, fertilized; eggs, fertilized; fertilized egg; fertilized eggs; fertilized ovum; ovum, fertilized; zygote; zygotes"""
"""CL_0010021""","""D032386""","""cardiac myoblast""","""cardiac myoblast; cardiac myoblasts; myoblast, cardiac; myoblasts, cardiac"""
"""CL_1000309""","""D000095543""","""adipocyte of epicardial fat; epicardial adipocyte; epicardial fat cell""","""adipocyte, epicardial; adipose tissue, epicardial; adipose tissue, intra-pericardial; adipose tissue, intrapericardial; adipose tissue, pericoronary; epicardial adipocyte; epicardial adipocytes; epicardial adipose tissue; epicardial adipose tissues; epicardial fat; epicardial fat tissue; epicardial fat tissues; epicardial fats; epicardial visceral adipose tissue; fat tissue, epicardial; fat tissue, intrapericardial; fat tissue, pericoronary; fat, epicardial; fat, intrapericardial; fat, pericoronary; intra pericardial adipose tissue; intra-pericardial adipose tissue; intra-pericardial adipose tissues; intrapericardial adipose tissue; intrapericardial adipose tissues; intrapericardial fat; intrapericardial fat tissue; intrapericardial fat tissues; intrapericardial fats; pericoronary adipose tissue; pericoronary adipose tissues; pericoronary fat; pericoronary fat tissue; pericoronary fat tissues; pericoronary fats; tissue, epicardial adipose; tissue, epicardial fat; tissue, intra-pericardial adipose; tissue, intrapericardial adipose; tissue, intrapericardial fat; tissue, pericoronary adipose; tissue, pericoronary fat"""
"""CL_2000048""","""D000870""","""anterior horn cell; anterior horn motor neuron; ventral horn of spinal cord spinal cord motor neuron""","""anterior horn cell; anterior horn cells; anterior horn neuron; anterior horn neurons; cell, anterior horn; cell, ventral horn; cells, anterior horn; cells, ventral horn; neuron, anterior horn; neuron, ventral horn; neurons, anterior horn; neurons, ventral horn; ventral horn cell; ventral horn cells; ventral horn neuron; ventral horn neurons"""
"""CL_4023120""","""D006198""","""cochlea auditory hair cell; cochlear hair cell""","""auditory hair cell; auditory hair cells; cell, cochlear hair; cells, cochlear hair; cochlear hair cell; cochlear hair cells; hair cell, auditory; hair cell, cochlear; hair cells, auditory; hair cells, cochlear"""
